anchor,positive,negative
embeddings_train_data\footwear\anchor\cd6fc2c56fdedc436337430dde8bb10e.jpg,embeddings_train_data\footwear\positive\2b71b520ca2cb48cea334644e02894b8.jpg,embeddings_train_data\footwear\positive\4338840af409cb8f85cd128267ec7338.jpg
embeddings_train_data\footwear\anchor\e3eb269bb97b901ceccd805a6957a3ca.jpg,embeddings_train_data\footwear\positive\ec6af26ce7bea238a2077f62c1bc93f9.jpg,embeddings_train_data\footwear\positive\7f630b544b65c28147cffdf40d877553.jpg
embeddings_train_data\footwear\anchor\b33c2082d4a68f2752709e0ed46e3d78.jpg,embeddings_train_data\footwear\positive\80fee9035e52703b224f9d65a0d0f907.jpg,embeddings_train_data\footwear\positive\819686d71cd8d29c647ab325c4584cc0.jpg
embeddings_train_data\footwear\anchor\794ba0a6c1d6e6b06919aa7ab7064bb7.jpg,embeddings_train_data\footwear\positive\f07071fde85bfa4dc2d58ff3065e5c3f.jpg,embeddings_train_data\footwear\positive\7ec69b59a6558caa8f70a4d99d58fc6f.jpg
embeddings_train_data\footwear\anchor\49f8f23e91301f78bd1cdb2f884e5d20.jpg,embeddings_train_data\footwear\positive\5b8338df845c0b004cb321563c39f619.jpg,embeddings_train_data\footwear\positive\ddad57d4962a7b7a36795099ed097af9.jpg
embeddings_train_data\footwear\anchor\d1b1fda357aea72e8f3dd8642cf50c8d.jpg,embeddings_train_data\footwear\positive\593ece3c3dc90f581965c7839e6af386.jpg,embeddings_train_data\footwear\positive\9ef7a1b5fb61cc52514315d93b18869a.jpg
embeddings_train_data\footwear\anchor\1dacb893b4bdb0e1297d1cda594759ec.jpg,embeddings_train_data\footwear\positive\7d4e14bad92ed5d70ad622e03561a570.jpg,embeddings_train_data\footwear\positive\a420bcb138fc0e6b8ac5b6deeed91de9.jpg
embeddings_train_data\footwear\anchor\0028411059026b58107f33402d61afeb.jpg,embeddings_train_data\footwear\positive\94e9445fa5a79649a02438fa64b63918.jpg,embeddings_train_data\footwear\positive\916a353d8bb7d120be5126063ea6e533.jpg
embeddings_train_data\footwear\anchor\3f33acf8bd80a2ea6f1e7ea6479070b1.jpg,embeddings_train_data\footwear\positive\363e4766bdc3ce66ab58137630e0d066.jpg,embeddings_train_data\footwear\positive\f41389193a5d3e9af836aab56d4f3d17.jpg
embeddings_train_data\footwear\anchor\081e8023cb00a060b0288aae30d35fdf.jpg,embeddings_train_data\footwear\positive\62ab657e1ebec9c45317978bb053824d.jpg,embeddings_train_data\footwear\positive\ed76ce77564b81029c15a61dc98114bf.jpg
embeddings_train_data\footwear\anchor\a2ceb5b9fcccd28c281fff3bb833f48a.jpg,embeddings_train_data\footwear\positive\e5b8fd4f6d0c11ed1643d6cd7a79d08b.jpg,embeddings_train_data\footwear\positive\af0b45562f12c0272dba68c52301e5f8.jpg
embeddings_train_data\footwear\anchor\3bb11024a3b36f9e66ea6cbc014dd771.jpg,embeddings_train_data\footwear\positive\9ebf7011a6799f9fc37b6c85937c6893.jpg,embeddings_train_data\footwear\positive\7da01d20316d9bd8c85b6143f5b0681b.jpg
embeddings_train_data\footwear\anchor\e2896b34fd0dcfe09afa8504b56f8070.jpg,embeddings_train_data\footwear\positive\a59427e56edd8d9ce30e96daef30ec2e.jpg,embeddings_train_data\footwear\positive\cca64ac6f66e19f42b2bb398d5692f8d.jpg
embeddings_train_data\footwear\anchor\5f2e542f4ea45a005ec92452a80a3a14.jpg,embeddings_train_data\footwear\positive\6476e60b1c293a27857aa887d8ea8eeb.jpg,embeddings_train_data\footwear\positive\6f5822e5c7735d4e2f64b5c5811237a6.jpg
embeddings_train_data\footwear\anchor\4fd8af120c311facb225f89febf26991.jpg,embeddings_train_data\footwear\positive\ef50ce82d25174659e0bdf0cb2e5fb52.jpg,embeddings_train_data\footwear\positive\dbd32a75b5acd8e07de60e2521f5df85.jpg
embeddings_train_data\footwear\anchor\6824b1411748d97f237c18dc486be54e.jpg,embeddings_train_data\footwear\positive\83e81120f486513454c29f7af60fc153.jpg,embeddings_train_data\footwear\positive\b20a783778047f82756f8a3c54585817.jpg
embeddings_train_data\footwear\anchor\e34f32f886b67048a121d8909d50959c.jpg,embeddings_train_data\footwear\positive\092fa0d92633dfd4eb264deebd827926.jpg,embeddings_train_data\footwear\positive\c4a164466662e0a8e46959fae07db5f6.jpg
embeddings_train_data\footwear\anchor\981640a083accf90d7b496748a8f0186.jpg,embeddings_train_data\footwear\positive\7afdfb4c90edd351186b52e64f34d16d.jpg,embeddings_train_data\footwear\positive\c01c645cf0b5994bdc6f5f3f66470844.jpg
embeddings_train_data\footwear\anchor\b70cfd99a959ac73d72045f1c79c02fb.jpg,embeddings_train_data\footwear\positive\18a31d569ab2590e3b5902c8709120a8.jpg,embeddings_train_data\footwear\positive\48aabd88b5ddf5703a4e20bfcb42b029.jpg
embeddings_train_data\footwear\anchor\44a626575c40ce6d22cef71eb666982a.jpg,embeddings_train_data\footwear\positive\d521d60970c6381ad0a38963efc19f5d.jpg,embeddings_train_data\footwear\positive\326a82c7d9c8a0191ec06e157a204d12.jpg
embeddings_train_data\footwear\anchor\e5e0cdc37789adc4aa8982a9e044bce2.jpg,embeddings_train_data\footwear\positive\c6ed9ad84f6155207d7fc078e55903b0.jpg,embeddings_train_data\footwear\positive\05d2bcb67fb60917a50a2ae30e3009ac.jpg
embeddings_train_data\footwear\anchor\28def2dee8f2d71215df5ec4562d2f18.jpg,embeddings_train_data\footwear\positive\68279b3f4bed035b217877a68034d69d.jpg,embeddings_train_data\footwear\positive\2959d3eec6cbe041796de45762a11a2b.jpg
embeddings_train_data\footwear\anchor\f3e9d5c5c5aec642213ff9dba844a757.jpg,embeddings_train_data\footwear\positive\be4ed4784d14b3c5a95935e521e2c3b4.jpg,embeddings_train_data\footwear\positive\3b18ef40ed4cfb9bf33f07e6802f6fbd.jpg
embeddings_train_data\footwear\anchor\338d530d704a84b9861475de471d1eae.jpg,embeddings_train_data\footwear\positive\7ba652dd3ce6e7bdb8ad5beef3fda7ad.jpg,embeddings_train_data\footwear\positive\46acb918879b5f4a54b294045535680f.jpg
embeddings_train_data\footwear\anchor\685dea62eb4abc93b8b8519960612d94.jpg,embeddings_train_data\footwear\positive\c4b144c6b7219684c6183f79d9c6c49f.jpg,embeddings_train_data\footwear\positive\71d8e019d041a3c4b1064736109c64ee.jpg
embeddings_train_data\footwear\anchor\05daab0b205e7ea4b488d28d6c1bc2ff.jpg,embeddings_train_data\footwear\positive\e20aa3c0224fea44212a79321e6485c3.jpg,embeddings_train_data\footwear\positive\54c93020c6d7fbd17e37501f527361bf.jpg
embeddings_train_data\footwear\anchor\89f06e0a4a61a6e2ced6e97f71173fe7.jpg,embeddings_train_data\footwear\positive\ac6fef09039c5d709172af69505a81b5.jpg,embeddings_train_data\footwear\positive\c3d539644c94d33b5e579d2a31af64ab.jpg
embeddings_train_data\footwear\anchor\bdf0d006ac5c57884fac68ab37139e90.jpg,embeddings_train_data\footwear\positive\7a0e5f83ba6b27a2135ccadecc20dfcd.jpg,embeddings_train_data\footwear\positive\331747d7e73232c774c20e6fef064c95.jpg
embeddings_train_data\footwear\anchor\a7e1452b6625d1da370cad51fccec676.jpg,embeddings_train_data\footwear\positive\dd21591868c0e59501fca2f6194cf62d.jpg,embeddings_train_data\footwear\positive\9ffecb3b2cb7b6ed158082155f04d9bd.jpg
embeddings_train_data\footwear\anchor\627df5aa6f540f799ca8f6176d90d3e8.jpg,embeddings_train_data\footwear\positive\2d28c00cc8c1044e8b2a59990dc94987.jpg,embeddings_train_data\footwear\positive\7fd7cbfcc61327c1254d784ea993f50f.jpg
embeddings_train_data\footwear\anchor\1e93a579c5e00c06d20af5946cb2e1ca.jpg,embeddings_train_data\footwear\positive\0c3ff7629fe5ab1232e7b1f3e39b1afc.jpg,embeddings_train_data\footwear\positive\f73b895ab74808c01992cd4f2e8e6750.jpg
embeddings_train_data\footwear\anchor\ecc23b36e317d7c3084881ea42f0a02b.jpg,embeddings_train_data\footwear\positive\e4e9d60d0be20f46d49f4fc3c34d355a.jpg,embeddings_train_data\footwear\positive\eb5796051dd235fd785fae8b8799ac46.jpg
embeddings_train_data\footwear\anchor\127606219b93ef3c0758d835551d2cc8.jpg,embeddings_train_data\footwear\positive\81ae99a25f4624a7d37e8e6cf94b95fb.jpg,embeddings_train_data\footwear\positive\6165838af2e9b01e29f02550d0043b22.jpg
embeddings_train_data\footwear\anchor\c3dd0263774564cccbb7e5afd4c15f0a.jpg,embeddings_train_data\footwear\positive\2d9b49c8bc93d277d536329eb8c42a39.jpg,embeddings_train_data\footwear\positive\d2102b16a1310668912a5038f768a04c.jpg
embeddings_train_data\footwear\anchor\42224962a9500623044a9dfb3ced8a3f.jpg,embeddings_train_data\footwear\positive\16c900c8ce4dcedcc642004fed3866f3.jpg,embeddings_train_data\footwear\positive\b1da1c389a321d036930ca9110a4949d.jpg
embeddings_train_data\footwear\anchor\a935fb95025f553c7862da71ee34211f.jpg,embeddings_train_data\footwear\positive\89b86a783345da25f5b1e8b365be2a34.jpg,embeddings_train_data\footwear\positive\f7d625ec2e562c871c19f5ca3d422fbb.jpg
embeddings_train_data\footwear\anchor\7025d2dbf6b9de7bd72f3b860614d056.jpg,embeddings_train_data\footwear\positive\2a53a25271ec946516672cbc56234dd1.jpg,embeddings_train_data\footwear\positive\0fef961b4ba3c605ef7419bbac57ecea.jpg
embeddings_train_data\footwear\anchor\c89177631043099c30fe6067ffba561e.jpg,embeddings_train_data\footwear\positive\db9140adb12e9f22d72fe66c243e35a4.jpg,embeddings_train_data\footwear\positive\b5c7d237855f62bbdb2847983195eb7c.jpg
embeddings_train_data\footwear\anchor\e751e02ab22c3f5e0f3098b65ce3a139.jpg,embeddings_train_data\footwear\positive\465e75618b5458b3bc418482a8874c6d.jpg,embeddings_train_data\footwear\positive\5796125848fd22621adcb265baf72b00.jpg
embeddings_train_data\footwear\anchor\099aa39b2dc1611b2dd70b9e9fc20bde.jpg,embeddings_train_data\footwear\positive\e62b8898b87a20986a8db37370cfb266.jpg,embeddings_train_data\footwear\positive\d7ae34168f188d0e95f18e1bbd169c18.jpg
embeddings_train_data\footwear\anchor\62bcd227d57cf03cfec65449680afc18.jpg,embeddings_train_data\footwear\positive\eaee136c4263c07dad8f4d1dac75ab81.jpg,embeddings_train_data\footwear\positive\593ece3c3dc90f581965c7839e6af386.jpg
embeddings_train_data\footwear\anchor\c9c50c55e70bf456d837547aebf17776.jpg,embeddings_train_data\footwear\positive\45f504dc86af7a805ed6493831b6ad4f.jpg,embeddings_train_data\footwear\positive\58b963db26e15771f771f4deb4a976b2.jpg
embeddings_train_data\footwear\anchor\d42856b11d96c8b6b95170f81bd00a0f.jpg,embeddings_train_data\footwear\positive\19e6a6c7885133dd246bd6b4c4d5e97e.jpg,embeddings_train_data\footwear\positive\41a20b473a084e006fcaef1ff17b9fed.jpg
embeddings_train_data\footwear\anchor\f6f0fe13eba1f172f9ba3e49fb55681a.jpg,embeddings_train_data\footwear\positive\d3df6c6565046a3c067c36ed12db19bf.jpg,embeddings_train_data\footwear\positive\0c6b6a39f37034528c877b02a44b0dbe.jpg
embeddings_train_data\footwear\anchor\77ada44b4d3df4242ac6546e06be7133.jpg,embeddings_train_data\footwear\positive\d88e54da3663896f099ffcee70c8262e.jpg,embeddings_train_data\footwear\positive\c2d2319237b9957b848d1e20808a5168.jpg
embeddings_train_data\footwear\anchor\726451636659ba7e2fdd0d9a27e35d2b.jpg,embeddings_train_data\footwear\positive\4802674407e0c9eeeb71468aa36307aa.jpg,embeddings_train_data\footwear\positive\bab34cafed19474db668ed0d004f645a.jpg
embeddings_train_data\footwear\anchor\289e76dcc7316f0b810878e0d36e7a0b.jpg,embeddings_train_data\footwear\positive\1a37390d3b05e9443f79d5a4de2821f1.jpg,embeddings_train_data\footwear\positive\7f48f19d95fdea989cb3cf54c1725c2c.jpg
embeddings_train_data\footwear\anchor\c5f049012b70c6b27d549b8409c7e1b9.jpg,embeddings_train_data\footwear\positive\a6ae31ccb82796162f5e7483afa4cac5.jpg,embeddings_train_data\footwear\positive\be91a77c08aa04dcf53f0f9b15f8b14c.jpg
embeddings_train_data\footwear\anchor\1a5daa36596318b9f212ece8ccb2ba08.jpg,embeddings_train_data\footwear\positive\819686d71cd8d29c647ab325c4584cc0.jpg,embeddings_train_data\footwear\positive\ba49a1341f2b8a1f83fd734ba2b15d7d.jpg
embeddings_train_data\footwear\anchor\08e472292f0e397622683172827aae62.jpg,embeddings_train_data\footwear\positive\929a5636a602edda21c02de397db9982.jpg,embeddings_train_data\footwear\positive\75a1da7cf64ec6ff51b5c57d79a5f20e.jpg
embeddings_train_data\footwear\anchor\76cc557fc09d809f958db663915e516f.jpg,embeddings_train_data\footwear\positive\a460afb6db0c38e7b001210c48f40594.jpg,embeddings_train_data\footwear\positive\fb3f3039084a8be06a19632e9333e56c.jpg
embeddings_train_data\footwear\anchor\9a93f8b66cc6766d00fb865a39ee18fe.jpg,embeddings_train_data\footwear\positive\549176e0b623c1a654d788d1336a707b.jpg,embeddings_train_data\footwear\positive\72b5202ab5aa419171d14bbdaebaaa32.jpg
embeddings_train_data\footwear\anchor\c1d50e2eaa6ad348c93a3ee8fcb12462.jpg,embeddings_train_data\footwear\positive\71590f507f096d0f9fd45e9e43efd65f.jpg,embeddings_train_data\footwear\positive\02e347db983273cafa44401ff77fef2a.jpg
embeddings_train_data\footwear\anchor\dfe4658aeb4db0828668e16086732f8f.jpg,embeddings_train_data\footwear\positive\77e0d647ec515e54b97c63456f3ddcd1.jpg,embeddings_train_data\footwear\positive\5d012d9ba851f880fe7c4a85b6db81f6.jpg
embeddings_train_data\footwear\anchor\5f2e542f4ea45a005ec92452a80a3a14.jpg,embeddings_train_data\footwear\positive\f5abc6a0b157fbd888ecd53107b3bd17.jpg,embeddings_train_data\footwear\positive\c35a0d57d86db6c6956d4af96b321ec8.jpg
embeddings_train_data\footwear\anchor\0058539be1a29cfdc1b9146909587bea.jpg,embeddings_train_data\footwear\positive\c2b5c4fd3fbe3d41a215c9ea3cd135a5.jpg,embeddings_train_data\footwear\positive\5c5ad15fff49cf802c3c097c7528ccc6.jpg
embeddings_train_data\footwear\anchor\b73f4207f85e32262f349e270de829cf.jpg,embeddings_train_data\footwear\positive\ca4266a67aaefb8e36df6cbbad52f353.jpg,embeddings_train_data\footwear\positive\5c5e7eb669cfeb149dab4469bb9ef208.jpg
embeddings_train_data\footwear\anchor\924b952531f9fe213b1f0517ab65ae0c.jpg,embeddings_train_data\footwear\positive\bb854c58fe092e893268dcc15a65414b.jpg,embeddings_train_data\footwear\positive\5385a2a456325f3d20b4a4d1a6945dc9.jpg
embeddings_train_data\footwear\anchor\06a1f6e6d89d975db566c3005567cb26.jpg,embeddings_train_data\footwear\positive\4802674407e0c9eeeb71468aa36307aa.jpg,embeddings_train_data\footwear\positive\0234bb36b075d9823f0d14c46a203404.jpg
embeddings_train_data\footwear\anchor\4fbc2f480f6744ceb8e0d895edc361fb.jpg,embeddings_train_data\footwear\positive\d0675950dec7475fd0497ae328b3baf4.jpg,embeddings_train_data\footwear\positive\606f71e3014cd3470ec8bbb342549444.jpg
embeddings_train_data\footwear\anchor\89c321d3c82ee777780af316c94fc81a.jpg,embeddings_train_data\footwear\positive\b8d2b07966a33aa8b45c20960db7152e.jpg,embeddings_train_data\footwear\positive\d2658dde3750fb22945caf3b5f850f43.jpg
embeddings_train_data\footwear\anchor\2148ddabbca8a10d62cd5ef00a745023.jpg,embeddings_train_data\footwear\positive\f1f43690af5b46cf82e0bcb3e19294bb.jpg,embeddings_train_data\footwear\positive\50b94a616bda6099cd6440dc07fbcc42.jpg
embeddings_train_data\footwear\anchor\3772fa5a00e2ec983623d1f3db408278.jpg,embeddings_train_data\footwear\positive\91613ecb7247243b86a5bb5180513d89.jpg,embeddings_train_data\footwear\positive\d29ca1c88afc49415d2e838b38b5b933.jpg
embeddings_train_data\footwear\anchor\53068eff12e40d32fc072ba454795570.jpg,embeddings_train_data\footwear\positive\811f974abddfb75156eddd610d4eda32.jpg,embeddings_train_data\footwear\positive\fc606237ad0950633a90a5a12f591c3b.jpg
embeddings_train_data\footwear\anchor\4df02e33882ac43f07712cf173d50bd9.jpg,embeddings_train_data\footwear\positive\a45704adb4dd79315e0d9106d0910730.jpg,embeddings_train_data\footwear\positive\e33efb78a04b44e595850c8359b5aaa5.jpg
embeddings_train_data\footwear\anchor\97a6638a4948bb7d64ffd604f608a46f.jpg,embeddings_train_data\footwear\positive\9f7b002954c38cbfb111713a95307699.jpg,embeddings_train_data\footwear\positive\dd21591868c0e59501fca2f6194cf62d.jpg
embeddings_train_data\footwear\anchor\b05338ff02cba994aa2145dc8837295e.jpg,embeddings_train_data\footwear\positive\f35a101e5b22b0af3044e65eae7a4715.jpg,embeddings_train_data\footwear\positive\a253d1c619754b01731d7bd438ff4437.jpg
embeddings_train_data\footwear\anchor\18312a195db569c1c9e72e864d9b0e64.jpg,embeddings_train_data\footwear\positive\52b456326009467591645e4ea6697ead.jpg,embeddings_train_data\footwear\positive\aa281d47061cc1afb2ba04230c087049.jpg
embeddings_train_data\footwear\anchor\bfea1dfb5f116984f8d546969f34cd0b.jpg,embeddings_train_data\footwear\positive\c5e5323c76afebbc5b8715a6b3ff184d.jpg,embeddings_train_data\footwear\positive\a1de4813d55b8d90858a4adfd1e33ec5.jpg
embeddings_train_data\footwear\anchor\f32345c4d10eaf4b1bf64797ef125e7a.jpg,embeddings_train_data\footwear\positive\588595ac9e808d97bf53099b72b8c7e8.jpg,embeddings_train_data\footwear\positive\5089b1ab22a76fa14f26aa43cd69648b.jpg
embeddings_train_data\footwear\anchor\357f53489a72df69a97149fc3c00e865.jpg,embeddings_train_data\footwear\positive\361651b6d294cc9b2cb19ca66d1bc4f5.jpg,embeddings_train_data\footwear\positive\c67d120ddc9478cb0d21cb2a90052a09.jpg
embeddings_train_data\footwear\anchor\159bef4ccc4c7dcdd826c2fe482c7f82.jpg,embeddings_train_data\footwear\positive\48392adb463d09113b167efb5657c166.jpg,embeddings_train_data\footwear\positive\b20fd75f7bca1ca0c9cf96d6a98c702d.jpg
embeddings_train_data\footwear\anchor\c3370dab0a34d6988b424eca6882db08.jpg,embeddings_train_data\footwear\positive\dbd32a75b5acd8e07de60e2521f5df85.jpg,embeddings_train_data\footwear\positive\59cb11ea29f5df7ad1ea8bcc96a7b478.jpg
embeddings_train_data\footwear\anchor\2dd4f1ae8ae65c77d40b30c44ba5fd0c.jpg,embeddings_train_data\footwear\positive\81f662e5c2a7ec08b54ff57d7c131e9e.jpg,embeddings_train_data\footwear\positive\268c7eb5f489b575f2154a525dffef1f.jpg
embeddings_train_data\footwear\anchor\5af814ab718a98d310d1a652a87cfedb.jpg,embeddings_train_data\footwear\positive\27b4d3b42a5d86626322914ec460e768.jpg,embeddings_train_data\footwear\positive\d87306e32ee793c02c95c878e077fc94.jpg
embeddings_train_data\footwear\anchor\519b6eb6ff8114af6d6da180c358375b.jpg,embeddings_train_data\footwear\positive\189c1d57a20ac2ede340fec3f7ff5fcd.jpg,embeddings_train_data\footwear\positive\81f662e5c2a7ec08b54ff57d7c131e9e.jpg
embeddings_train_data\footwear\anchor\d076832f63289e52950d5e7477003a3a.jpg,embeddings_train_data\footwear\positive\ebe83d4269321793b1952176540276d0.jpg,embeddings_train_data\footwear\positive\4a5a4008b46e10dd2441d42b6df966e9.jpg
embeddings_train_data\footwear\anchor\e6392b7b885bc9056c0835b6e6a69a5a.jpg,embeddings_train_data\footwear\positive\c433db2e3d8e90bd142caffa2155ae8c.jpg,embeddings_train_data\footwear\positive\b327238fd32cc515db96cdc7133f15fb.jpg
embeddings_train_data\footwear\anchor\5b6e234946634a8f12d04e78c2dcc2fd.jpg,embeddings_train_data\footwear\positive\829cb7853c5555f20fbc47ee1febef91.jpg,embeddings_train_data\footwear\positive\419dd7218a14a0b527cab83075302853.jpg
embeddings_train_data\footwear\anchor\34f7ed4cd3f3f3b4c1d9a6adb67f16d2.jpg,embeddings_train_data\footwear\positive\3e0b669636b2edcfef39d0aabdc27c9c.jpg,embeddings_train_data\footwear\positive\fbc6183fe2d345cf7e7179db963e601d.jpg
embeddings_train_data\footwear\anchor\b2f3c59ccb16e3f62713cf573ad7ebcb.jpg,embeddings_train_data\footwear\positive\1b37c274bf274f5a237a73161f6c6cfd.jpg,embeddings_train_data\footwear\positive\be315d986d079e1fc4bf31cd388e8a51.jpg
embeddings_train_data\footwear\anchor\0907b0809b8d5f7810796c9ef852c368.jpg,embeddings_train_data\footwear\positive\a5f30ed4332a0fe05d21727794148a29.jpg,embeddings_train_data\footwear\positive\a870d46f02a63756a485d776b7ce21d7.jpg
embeddings_train_data\footwear\anchor\aad0510b0aa657ee85682146944342d0.jpg,embeddings_train_data\footwear\positive\466610dc2273bef1dd59ee5b454d5783.jpg,embeddings_train_data\footwear\positive\b5d4787b79adf7d94de399551932ab82.jpg
embeddings_train_data\footwear\anchor\1bf707565ae60684c3ae42bcd9fe40c9.jpg,embeddings_train_data\footwear\positive\f2a97825e8c18c68df2acb951cdf91d2.jpg,embeddings_train_data\footwear\positive\12613c714b57274cf6818b4767ecf75e.jpg
embeddings_train_data\footwear\anchor\04df5821c11fe99e8892d93d8ec8dc61.jpg,embeddings_train_data\footwear\positive\632cfc80d202522d5a1ef29e972952a2.jpg,embeddings_train_data\footwear\positive\61e07399a07529ebc353aba51070e5a9.jpg
embeddings_train_data\footwear\anchor\cad2dc659293c6730cf996650b9204e5.jpg,embeddings_train_data\footwear\positive\7ec8eeb40bb8ff0a0c2ab09008dd2e4b.jpg,embeddings_train_data\footwear\positive\3cc67cb4bfc29114d6c81552a7097847.jpg
embeddings_train_data\footwear\anchor\cf84f283d41e3c84496a4b3dae6c1201.jpg,embeddings_train_data\footwear\positive\ef81d9714f5515f51571ad976e173f30.jpg,embeddings_train_data\footwear\positive\2dab0aaa33e31d49aeb2eaf410f3a3ab.jpg
embeddings_train_data\footwear\anchor\5a4da0ff7231e2d67908ab53b899b505.jpg,embeddings_train_data\footwear\positive\dd21591868c0e59501fca2f6194cf62d.jpg,embeddings_train_data\footwear\positive\debb466e4866ce6c3d771732d4d6ec66.jpg
embeddings_train_data\footwear\anchor\821b7a91ed609ddace7917daed2cc199.jpg,embeddings_train_data\footwear\positive\55d3b5cfddf20d5883af5123d956de53.jpg,embeddings_train_data\footwear\positive\4ba703775bf7a3b9b74b86e1d304210b.jpg
embeddings_train_data\footwear\anchor\44d55ce507a0c6fe626b82c28d1d7c58.jpg,embeddings_train_data\footwear\positive\a420bcb138fc0e6b8ac5b6deeed91de9.jpg,embeddings_train_data\footwear\positive\3d8da32da5337648457471ac014c29de.jpg
embeddings_train_data\footwear\anchor\39480f881d0605ce0eae613615b129f1.jpg,embeddings_train_data\footwear\positive\01a8820f295936bf3e3a6f1c66eed18a.jpg,embeddings_train_data\footwear\positive\84cc292e65bc23c67b8eef928578b82b.jpg
embeddings_train_data\footwear\anchor\d076832f63289e52950d5e7477003a3a.jpg,embeddings_train_data\footwear\positive\ce39a4b3b9c1f02509226e23befe53d0.jpg,embeddings_train_data\footwear\positive\b5ce9095e7bd53d73c2e16f8eee771fe.jpg
embeddings_train_data\footwear\anchor\7282cac8ed7a0fb0ed9e4cf5d1073691.jpg,embeddings_train_data\footwear\positive\71d8e019d041a3c4b1064736109c64ee.jpg,embeddings_train_data\footwear\positive\29c470a620ef3e7159acf9ed391be37f.jpg
embeddings_train_data\footwear\anchor\e7ce14bcd4c1c0e4100433ac05706211.jpg,embeddings_train_data\footwear\positive\b75adc8f134f14f5af1969bca95d299f.jpg,embeddings_train_data\footwear\positive\6f214659340c4216b0d51dc56aab651f.jpg
embeddings_train_data\footwear\anchor\dc1d93d48e43cafb0c1b07e256111998.jpg,embeddings_train_data\footwear\positive\0ffc46bede439e49c71a6c17ec907b53.jpg,embeddings_train_data\footwear\positive\82e7a26ba6059dff10f46e5470af9137.jpg
embeddings_train_data\footwear\anchor\7ff253d3cb0ea118d604b995fe01edbf.jpg,embeddings_train_data\footwear\positive\b727ce02d090e00976abea4e4d6d84a2.jpg,embeddings_train_data\footwear\positive\403324484380349a48ed2b9b8000cfc1.jpg
embeddings_train_data\footwear\anchor\b073c03651bbf423043553adb1abeb2e.jpg,embeddings_train_data\footwear\positive\af644469a0c53c6693d47c7a35c1c91e.jpg,embeddings_train_data\footwear\positive\7577e14dc3ff2ae5ff16f1ab4e3e1165.jpg
embeddings_train_data\footwear\anchor\61a93c32dce87179cc7567f98346aa27.jpg,embeddings_train_data\footwear\positive\857b1d7c0b0085a610fc4115cbc57e0a.jpg,embeddings_train_data\footwear\positive\2b644450f5b4d99b60849496d8d80296.jpg
embeddings_train_data\footwear\anchor\1bea0305c2b7f821638273d57276c172.jpg,embeddings_train_data\footwear\positive\0d4a105bc4f276232110c214026c5e78.jpg,embeddings_train_data\footwear\positive\a6ae31ccb82796162f5e7483afa4cac5.jpg
embeddings_train_data\footwear\anchor\082d46845a557d4a8b87930108722d74.jpg,embeddings_train_data\footwear\positive\d26d19e01e13c4999ccf5fca817e63c2.jpg,embeddings_train_data\footwear\positive\64a97ee96023f17b680933cb0b2bd12d.jpg
embeddings_train_data\footwear\anchor\9d4be61b1ffff49dac30f4e25a2b1734.jpg,embeddings_train_data\footwear\positive\790850154f7868886caf620f9a57f930.jpg,embeddings_train_data\footwear\positive\63c5aa3a3728c3d20fa89289e095505e.jpg
embeddings_train_data\footwear\anchor\e05327a512f6297bb5c663689672371a.jpg,embeddings_train_data\footwear\positive\420ae77bff792c5f42633c8e09316061.jpg,embeddings_train_data\footwear\positive\5adf82d51fe4416d6dea9a888c1a2a4e.jpg
embeddings_train_data\footwear\anchor\a9dcaf092809ee16d54037270e98ab38.jpg,embeddings_train_data\footwear\positive\00389b434b94bab7f60fda6350c56bb9.jpg,embeddings_train_data\footwear\positive\c31a980e6baef9fd74d7aaed8f01617c.jpg
embeddings_train_data\footwear\anchor\be4763124253b4e7b3884d9f94de06c7.jpg,embeddings_train_data\footwear\positive\90305d89fd1df427e41d703022218302.jpg,embeddings_train_data\footwear\positive\63c5aa3a3728c3d20fa89289e095505e.jpg
embeddings_train_data\footwear\anchor\e751e02ab22c3f5e0f3098b65ce3a139.jpg,embeddings_train_data\footwear\positive\a69bfd73f9122cccf3895dc39b521209.jpg,embeddings_train_data\footwear\positive\55946ef9e852b52b6c812e35a84663cb.jpg
embeddings_train_data\footwear\anchor\4693c8ead739f88c785df6ea07942c46.jpg,embeddings_train_data\footwear\positive\a565a0345f8dcf0b170773fde2b66ffc.jpg,embeddings_train_data\footwear\positive\b8da728abaf352471cf469bac05604d4.jpg
embeddings_train_data\footwear\anchor\37094f9db2ed02b79ad5964016980d94.jpg,embeddings_train_data\footwear\positive\ce98490794a90b160522efb428edf142.jpg,embeddings_train_data\footwear\positive\06ba25501b2797cd72e1183560a4be11.jpg
embeddings_train_data\footwear\anchor\f213470e35e1250e8b0b686bec2855b1.jpg,embeddings_train_data\footwear\positive\16a3e48c52cebcfe7130aad3d4c0344d.jpg,embeddings_train_data\footwear\positive\62e79b2cc3745e022c1bd69b6eaf4902.jpg
embeddings_train_data\footwear\anchor\bb35e2ab90a52254b8646c072040df3c.jpg,embeddings_train_data\footwear\positive\59f9dbfb49cd91865fd1b7075e0b3d49.jpg,embeddings_train_data\footwear\positive\4402bcd0ddc9a3ca06cfb49ed9c6b10e.jpg
embeddings_train_data\footwear\anchor\d420f1e5a6681cb5043aa46e62840ff3.jpg,embeddings_train_data\footwear\positive\8bbc4de84b1b866602a740e47c64bd5a.jpg,embeddings_train_data\footwear\positive\d992490e182c98eb627bbd79639bd7b4.jpg
