anchor,positive,negative
embeddings_train_data\bottomwear\anchor\39192cc837ebc6bfc230ccbe1e55e209.jpg,embeddings_train_data\bottomwear\positive\2896bab826830435d566782a455457b1.jpg,embeddings_train_data\bottomwear\positive\420e2c9b665b8eeaa5e7828251383d56.jpg
embeddings_train_data\bottomwear\anchor\86040f4d3d1cc6961afae2cd7104a77b.jpg,embeddings_train_data\bottomwear\positive\0ca52505f14d58e1c471b3ef45764c01.jpg,embeddings_train_data\bottomwear\positive\cb88e87d2771ae689890e3ae6bf343ad.jpg
embeddings_train_data\bottomwear\anchor\2f3ef7356da0ff434e7e8ead9153e918.jpg,embeddings_train_data\bottomwear\positive\44effd60313c309272ab036fa1fb06be.jpg,embeddings_train_data\bottomwear\positive\8f5323522890e340a0f1b7e417e8fc9a.jpg
embeddings_train_data\bottomwear\anchor\05cd04f7e48bee1243cba564f64af529.jpg,embeddings_train_data\bottomwear\positive\485fdd9561598d7fcc55f65606031623.jpg,embeddings_train_data\bottomwear\positive\bd58807c91f07eca18eff8a581b6f21b.jpg
embeddings_train_data\bottomwear\anchor\269f372dad382bf75c7d7d1953a8d829.jpg,embeddings_train_data\bottomwear\positive\4dfce6993d5a267c367ee899f3b939f7.jpg,embeddings_train_data\bottomwear\positive\83f3fed19fa72be13655affd61159fae.jpg
embeddings_train_data\bottomwear\anchor\865da124871041b1091f2a532ee39f7d.jpg,embeddings_train_data\bottomwear\positive\ed669aed966673ad1d3bc6551019900a.jpg,embeddings_train_data\bottomwear\positive\74243e4adf030b206e2daed294864fff.jpg
embeddings_train_data\bottomwear\anchor\cc28dc8f9ebd4cbf81cf57984ca2f01f.jpg,embeddings_train_data\bottomwear\positive\afd36a877ce61bfcd79cd94819d3e309.jpg,embeddings_train_data\bottomwear\positive\7a17bbbf48a8999296f92f1d7809799d.jpg
embeddings_train_data\bottomwear\anchor\23484083ca4aa8c4e42b0e8806f36595.jpg,embeddings_train_data\bottomwear\positive\e07c9569c92ca26bbf54bc4db35e3076.jpg,embeddings_train_data\bottomwear\positive\90e66a4adda4af3c6953a763766942b9.jpg
embeddings_train_data\bottomwear\anchor\fb8dfc877bc4f4937dc3348fa3e767be.jpg,embeddings_train_data\bottomwear\positive\1aa7a5536c1523f5e0a1c9da31e3a821.jpg,embeddings_train_data\bottomwear\positive\1d9f5c42fc5bebd95ec1efd040b89fa8.jpg
embeddings_train_data\bottomwear\anchor\6c044544bb158bddcf769209e80dbde7.jpg,embeddings_train_data\bottomwear\positive\bf39c5333a8028ece922be00806c91de.jpg,embeddings_train_data\bottomwear\positive\383ba7a525461e670de49397f4ed16cb.jpg
embeddings_train_data\bottomwear\anchor\328839c5de35dcf8c6338f2c3ad12205.jpg,embeddings_train_data\bottomwear\positive\d1681314f1871b3d745276fa143d2dc1.jpg,embeddings_train_data\bottomwear\positive\902eaf9b1b3d202ed9f5eff92247b167.jpg
embeddings_train_data\bottomwear\anchor\022b199bc1f4999bcc1ae03193eda686.jpg,embeddings_train_data\bottomwear\positive\4ce615213a532d4f7b36947213e92e4a.jpg,embeddings_train_data\bottomwear\positive\346057bb51319870781ebc9130f066d1.jpg
embeddings_train_data\bottomwear\anchor\2075b5a07357a8772b9ae414deb1d6ad.jpg,embeddings_train_data\bottomwear\positive\3dc7cde623109106630a2cde0eb757ec.jpg,embeddings_train_data\bottomwear\positive\9777cd582ec462dfcce68a23a8d2d99a.jpg
embeddings_train_data\bottomwear\anchor\1b268a7361abc4c20bfcee3f5cee48f7.jpg,embeddings_train_data\bottomwear\positive\2c59ce50a484da9ab2e330faa2e28924.jpg,embeddings_train_data\bottomwear\positive\ac56b061441e4043f0e702831b6c979a.jpg
embeddings_train_data\bottomwear\anchor\47bd15a5bd8fd780a8bec75286aad9f7.jpg,embeddings_train_data\bottomwear\positive\2640eed192f14260026cec1d217151ae.jpg,embeddings_train_data\bottomwear\positive\02dd818ee928e6358251b75854e4c80f.jpg
embeddings_train_data\bottomwear\anchor\c5a76caf1fa4cb29ba8042d8d7b76977.jpg,embeddings_train_data\bottomwear\positive\5936d2c4aafc62fbbdad35085cfef39c.jpg,embeddings_train_data\bottomwear\positive\53d8850f2f6941ce4d9f69b327fda04f.jpg
embeddings_train_data\bottomwear\anchor\8835d4fb0b0493446475372e130a9724.jpg,embeddings_train_data\bottomwear\positive\c755dd160d558d92159822a4bed56053.jpg,embeddings_train_data\bottomwear\positive\29f3b9f617ab1368baa28f3f4808afd8.jpg
embeddings_train_data\bottomwear\anchor\8769b4a71f01e2507a608714256233f7.jpg,embeddings_train_data\bottomwear\positive\6c2229742e28d3d122cee6a9a29c892b.jpg,embeddings_train_data\bottomwear\positive\c41cc14636db6abd9e57f79bb81f7e06.jpg
embeddings_train_data\bottomwear\anchor\b6abb9357f579f976322c46b16d6767b.jpg,embeddings_train_data\bottomwear\positive\d2e62e0bbde454e8c977908683f009a5.jpg,embeddings_train_data\bottomwear\positive\d825888c639c7227313b56cca1047f6f.jpg
embeddings_train_data\bottomwear\anchor\c264eb784a1118cf65f158e1ff560426.jpg,embeddings_train_data\bottomwear\positive\f54e25366ae7c68b6df323848a8e2e4c.jpg,embeddings_train_data\bottomwear\positive\5af4529cf45157bc0e994cbafe7036a1.jpg
embeddings_train_data\bottomwear\anchor\4da3b4edfd222e447b0b609218281c0b.jpg,embeddings_train_data\bottomwear\positive\2bcdca973c318066f84e59528559503e.jpg,embeddings_train_data\bottomwear\positive\e5b872822409df4066ef9b5f54d961d9.jpg
embeddings_train_data\bottomwear\anchor\58cb5925f406dabe7fd08bd9f534caf9.jpg,embeddings_train_data\bottomwear\positive\9563621c718904639a77bf93ef102553.jpg,embeddings_train_data\bottomwear\positive\416c126a6ecb078018762e05f0bcc9fd.jpg
embeddings_train_data\bottomwear\anchor\4ea8ce50b5687751dffb642532ce8691.jpg,embeddings_train_data\bottomwear\positive\cad843490b4e915ddc4472b65b25dda2.jpg,embeddings_train_data\bottomwear\positive\5fbcb7a2da94c20d252e62a83759119e.jpg
embeddings_train_data\bottomwear\anchor\317c57208c03934a643d0333a91dc943.jpg,embeddings_train_data\bottomwear\positive\2ae97560d098d26b246f766509b9a226.jpg,embeddings_train_data\bottomwear\positive\8978e86cfd0700f97fc803d8981c9394.jpg
embeddings_train_data\bottomwear\anchor\4003eec4af9bfc0a9de6bcbc739366d5.jpg,embeddings_train_data\bottomwear\positive\2c248bde8af8baa9e74babedea802e69.jpg,embeddings_train_data\bottomwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg
embeddings_train_data\bottomwear\anchor\7cf93d0c7c052177ed51f3cadd660a5d.jpg,embeddings_train_data\bottomwear\positive\6b5dcc8629b949a91699df462fb96ee3.jpg,embeddings_train_data\bottomwear\positive\6c6d1a6faac100054f374a505828b27a.jpg
embeddings_train_data\bottomwear\anchor\40d15c215b75db3accbe608b44880a7e.jpg,embeddings_train_data\bottomwear\positive\47ad43705f6c12dfe89aeb562a2394e5.jpg,embeddings_train_data\bottomwear\positive\d653fecc5702f22d20b0919c606c173c.jpg
embeddings_train_data\bottomwear\anchor\8b5832a1c4ed3ad342ab572693123be2.jpg,embeddings_train_data\bottomwear\positive\afcc02586a8b396ac7f888f0ed67aca5.jpg,embeddings_train_data\bottomwear\positive\8dfc49171c3837edf9a3629e28a0b9ec.jpg
embeddings_train_data\bottomwear\anchor\865da124871041b1091f2a532ee39f7d.jpg,embeddings_train_data\bottomwear\positive\30a2d5a4e888800d7776024cf346f048.jpg,embeddings_train_data\bottomwear\positive\129404ed077157a7b8ba3c28ba7e812b.jpg
embeddings_train_data\bottomwear\anchor\d646638470500cd85622d929208b51fc.jpg,embeddings_train_data\bottomwear\positive\a0af7158317ec78afdd92e694079151a.jpg,embeddings_train_data\bottomwear\positive\623f81e2bbb1d89d9d672b839442b54c.jpg
embeddings_train_data\bottomwear\anchor\c939433670e97e69f6dc3b695eae16b2.jpg,embeddings_train_data\bottomwear\positive\a9fa1c6afc1d953e6afe970b3098c92c.jpg,embeddings_train_data\bottomwear\positive\5c2f7594a43c95524d58fb8d299ee644.jpg
embeddings_train_data\bottomwear\anchor\e426f807d66065ed03d073bdd14f956e.jpg,embeddings_train_data\bottomwear\positive\5b22a31d196ce1156393621e1ab7bcbf.jpg,embeddings_train_data\bottomwear\positive\6cd0aabcda6f6b871c86166411855982.jpg
embeddings_train_data\bottomwear\anchor\bd03029586f53904eb0a6ea12314c541.jpg,embeddings_train_data\bottomwear\positive\28b16b63db45c99b3819fb46c4c4c7a0.jpg,embeddings_train_data\bottomwear\positive\d1681314f1871b3d745276fa143d2dc1.jpg
embeddings_train_data\bottomwear\anchor\805ef00fe50a0ee484a9598e8609c717.jpg,embeddings_train_data\bottomwear\positive\638e2552ee8a7bdb4c042bf0a46bf043.jpg,embeddings_train_data\bottomwear\positive\afdabed3ebcfaade4b70e053df6d227d.jpg
embeddings_train_data\bottomwear\anchor\d0d88ee7532fe15b308f42e0bfea6c80.jpg,embeddings_train_data\bottomwear\positive\5a723be249a15caab2a163121ebc857b.jpg,embeddings_train_data\bottomwear\positive\80141da547753ff3ab9de823a4b862b2.jpg
embeddings_train_data\bottomwear\anchor\3cf6a2578883c1e9ba5e011d524754db.jpg,embeddings_train_data\bottomwear\positive\4495daca3d026b8b3e3ff4f545182f5b.jpg,embeddings_train_data\bottomwear\positive\829ef344965e47b152962c431006a048.jpg
embeddings_train_data\bottomwear\anchor\1af573eaf293347f6b045a1c81c3d3db.jpg,embeddings_train_data\bottomwear\positive\04ed99f21d772c2728b890a0315af35b.jpg,embeddings_train_data\bottomwear\positive\2e8719827f563b1a86a04d43890f72ef.jpg
embeddings_train_data\bottomwear\anchor\2afc95910f333ea198826e0311bc70c5.jpg,embeddings_train_data\bottomwear\positive\1ed6dca7cdaa6509f683a80ffca10b0f.jpg,embeddings_train_data\bottomwear\positive\4841c7e51f57131f2cf53a80041dc180.jpg
embeddings_train_data\bottomwear\anchor\8a8a2fb0b07d3c5d7d4760d48a44eb3a.jpg,embeddings_train_data\bottomwear\positive\80141da547753ff3ab9de823a4b862b2.jpg,embeddings_train_data\bottomwear\positive\01d1c77c9548c9f8e27a898eecf47244.jpg
embeddings_train_data\bottomwear\anchor\801dcb4d2d238d6fea6f5af4aaeea078.jpg,embeddings_train_data\bottomwear\positive\a674c4aaa99b32eb1f7a5a32aa4cf1b6.jpg,embeddings_train_data\bottomwear\positive\e8ce9b2de020e40ba2cb784e192e71c6.jpg
embeddings_train_data\bottomwear\anchor\46d661f8c62d80bf45302b5a46b53fe7.jpg,embeddings_train_data\bottomwear\positive\e071a70b43982e04d9803a72ba4be4b9.jpg,embeddings_train_data\bottomwear\positive\77e65a7083c4d40128f324deff52ef17.jpg
embeddings_train_data\bottomwear\anchor\dc8ccffa14ab3a9d37ec8beb87de92e9.jpg,embeddings_train_data\bottomwear\positive\f05f16ac4231d53da98ff3a229de6e56.jpg,embeddings_train_data\bottomwear\positive\12cb0e233c3974172eacf8ea089dabf9.jpg
embeddings_train_data\bottomwear\anchor\90a8cce63fabd3c1ed8eef0c1367ef61.jpg,embeddings_train_data\bottomwear\positive\ac999897a31e7d53d41f69d83aa10950.jpg,embeddings_train_data\bottomwear\positive\1497e386144726e67dab55c0808ab589.jpg
embeddings_train_data\bottomwear\anchor\82b0200f72e243649c34e009dab8fc53.jpg,embeddings_train_data\bottomwear\positive\2a85bce30bf903865ed7368efcd9beb4.jpg,embeddings_train_data\bottomwear\positive\935eed2485843c65df754c8d7e270d84.jpg
embeddings_train_data\bottomwear\anchor\ae263de060cfc094c4ab36174ee91edf.jpg,embeddings_train_data\bottomwear\positive\2f3c444fac08ee92bfa5b7956362da98.jpg,embeddings_train_data\bottomwear\positive\619577cce3272ad50932723cf330bcd8.jpg
embeddings_train_data\bottomwear\anchor\ed76b25c93379819b8eea28df02fdd90.jpg,embeddings_train_data\bottomwear\positive\e190b3e92572d6e89f348528a1c2d2d3.jpg,embeddings_train_data\bottomwear\positive\addb3efe26da2043b7d5c1dc3157e6c3.jpg
embeddings_train_data\bottomwear\anchor\0fe8cbeace69ec581d69c69f597c56db.jpg,embeddings_train_data\bottomwear\positive\434f7bd33de9487a5b64be62f187c28d.jpg,embeddings_train_data\bottomwear\positive\238f3bfc144ecc2f8e5e04a8e07624e9.jpg
embeddings_train_data\bottomwear\anchor\f7ff38e5cd1439d4aea7a536d09b26cb.jpg,embeddings_train_data\bottomwear\positive\eee388bd136eb46ab811c722a36b5eff.jpg,embeddings_train_data\bottomwear\positive\2bf79c3f32e89dcfbd46b790b56fb0a6.jpg
embeddings_train_data\bottomwear\anchor\3585995bc7936bc9c004a44e4f822cc5.jpg,embeddings_train_data\bottomwear\positive\5a860aad7e348d7b42bb78f4f3df8bd0.jpg,embeddings_train_data\bottomwear\positive\b3e3b2460080367d8742576731b1aaa7.jpg
embeddings_train_data\bottomwear\anchor\94fb211600c8979c68b4c702628e36ea.jpg,embeddings_train_data\bottomwear\positive\ed1b5ae7cfbab39e816fcfc76f5cd8f0.jpg,embeddings_train_data\bottomwear\positive\74fea749948e88f7661eb63eeb99a74b.jpg
embeddings_train_data\bottomwear\anchor\b4e40aa33f8b4af36dbd4ee8f8be8237.jpg,embeddings_train_data\bottomwear\positive\62f45ed01c3cdd1ee2a6afa16009cd1b.jpg,embeddings_train_data\bottomwear\positive\c6bc1546e27d0bbf68de0f6f64ea2bf8.jpg
embeddings_train_data\bottomwear\anchor\ab439e7ef46c1ca7c1b1c58fef6b6377.jpg,embeddings_train_data\bottomwear\positive\9ececcd3317077cf67071a93256942db.jpg,embeddings_train_data\bottomwear\positive\77e092be8501b0cb6c29aa55ea75c083.jpg
embeddings_train_data\bottomwear\anchor\77983c2d77e2a2cf18c2d70b3fbf031f.jpg,embeddings_train_data\bottomwear\positive\87d8fe9dd30261429f7f197dd099f437.jpg,embeddings_train_data\bottomwear\positive\5f4e2570df78cb59249f70703f5de277.jpg
embeddings_train_data\bottomwear\anchor\e9dd672b3cd07f359e4f15993d22b964.jpg,embeddings_train_data\bottomwear\positive\c516a2003ffaa35d091a4e03645aa0e6.jpg,embeddings_train_data\bottomwear\positive\b0929643135b14ac7cc0d6806a8ae561.jpg
embeddings_train_data\bottomwear\anchor\f3f2acd10a0545c8303d5eaf57da28b2.jpg,embeddings_train_data\bottomwear\positive\1fb52d7cca245ab5a2ad30c4dc6b92ba.jpg,embeddings_train_data\bottomwear\positive\72bd96e5f02001a9f1a99bbbb929c6d9.jpg
embeddings_train_data\bottomwear\anchor\f1156d7d0bcd3287c16d2fc3e97963bd.jpg,embeddings_train_data\bottomwear\positive\e2577eb67cb14e370234c8150ca81dba.jpg,embeddings_train_data\bottomwear\positive\0368602707d6fbc7c9ea0a7d783508f5.jpg
embeddings_train_data\bottomwear\anchor\6808bf9a9ee88d8995994f15a5dc200f.jpg,embeddings_train_data\bottomwear\positive\be170f8e8fb95f23151d9213adb58643.jpg,embeddings_train_data\bottomwear\positive\3a27dd5504d651ded23aac400c30380b.jpg
embeddings_train_data\bottomwear\anchor\afa6a17e0429be26e489e04e549b8a47.jpg,embeddings_train_data\bottomwear\positive\9f7298054c8c5c3e97a5a1a522af17f1.jpg,embeddings_train_data\bottomwear\positive\1b5846cda02e72eb87b11baca88c9527.jpg
embeddings_train_data\bottomwear\anchor\6162a1db13a92f285627ed7ac0d862d5.jpg,embeddings_train_data\bottomwear\positive\878b13721ba68032eb35af872955a202.jpg,embeddings_train_data\bottomwear\positive\f9b7e81a67ec5624ae955668ae236a01.jpg
embeddings_train_data\bottomwear\anchor\c059fbe02690ce4deb20222b2a5cb680.jpg,embeddings_train_data\bottomwear\positive\69ebf3d6cd56a5267fc3599d477e2f1f.jpg,embeddings_train_data\bottomwear\positive\3e22566f1484e34811e3c2a23cd7a833.jpg
embeddings_train_data\bottomwear\anchor\8a997ee1490732f504aad0be37c68ba7.jpg,embeddings_train_data\bottomwear\positive\ec02b0bf01673092564354e4b6bd235c.jpg,embeddings_train_data\bottomwear\positive\932042451166c4b3bc71890a3efd5449.jpg
embeddings_train_data\bottomwear\anchor\32f136a4a9441b277e1a2e816e01b98d.jpg,embeddings_train_data\bottomwear\positive\9df1665aee6ad1f3e73383c23322265a.jpg,embeddings_train_data\bottomwear\positive\a0af7158317ec78afdd92e694079151a.jpg
embeddings_train_data\bottomwear\anchor\671141febcd458984b64d7957eb3a284.jpg,embeddings_train_data\bottomwear\positive\7855f6e67f7bec782c9e95dfd4ca301b.jpg,embeddings_train_data\bottomwear\positive\300e1034338fa80a0853d2ef5ee0b4f2.jpg
embeddings_train_data\bottomwear\anchor\a74a295e82b5037f99863d65f478ae5b.jpg,embeddings_train_data\bottomwear\positive\44ced4434e0835230b0d2b0bcd5b3836.jpg,embeddings_train_data\bottomwear\positive\afd36a877ce61bfcd79cd94819d3e309.jpg
embeddings_train_data\bottomwear\anchor\d02e8a98bc07080d2b61a760b63ed2e7.jpg,embeddings_train_data\bottomwear\positive\2a55c92f128b7ee2264c82ca199ad32b.jpg,embeddings_train_data\bottomwear\positive\2ad39f13db99f3b07b169fd25a790e99.jpg
embeddings_train_data\bottomwear\anchor\b7d8efadf666789394c569fe9c903a92.jpg,embeddings_train_data\bottomwear\positive\1fff77b9fae4d52cec98d74c26ab03d9.jpg,embeddings_train_data\bottomwear\positive\95619dc9562cf13d4ff62c6577607cac.jpg
embeddings_train_data\bottomwear\anchor\47817e1471a71ae15289f03086d9e7c5.jpg,embeddings_train_data\bottomwear\positive\801007aa37f4a648ac84acd5a07277c8.jpg,embeddings_train_data\bottomwear\positive\9831f7993cff542e4c09a0dab45ddd9a.jpg
embeddings_train_data\bottomwear\anchor\1b4f82b2bfdb44fb68a5a7a5a7c95136.jpg,embeddings_train_data\bottomwear\positive\cb9bc6649bf41de2c30625b2d88327d5.jpg,embeddings_train_data\bottomwear\positive\ebbc9ece57b093f785ab73241deb2931.jpg
embeddings_train_data\bottomwear\anchor\d98c78cc8c2e64164ee7828f1fa40679.jpg,embeddings_train_data\bottomwear\positive\cc45ffbf7abea55183e906762a81fc54.jpg,embeddings_train_data\bottomwear\positive\5b12f576dacd0cd123c23d995bc13776.jpg
embeddings_train_data\bottomwear\anchor\c019ff251525bf93efdfd73e97a01290.jpg,embeddings_train_data\bottomwear\positive\a05df207e6ab15a31f768baa4292f973.jpg,embeddings_train_data\bottomwear\positive\8cb3d8e7630f50ea1e7f0aad0f883e56.jpg
embeddings_train_data\bottomwear\anchor\31fef5244cfe53793fc11cdb76510496.jpg,embeddings_train_data\bottomwear\positive\6b0fc8a229b867d631a23169ccf762dd.jpg,embeddings_train_data\bottomwear\positive\8db7ee1c8771060df896d2bd594cf785.jpg
embeddings_train_data\bottomwear\anchor\1f46f097ad8aa5f5f0d3db36b9c783f9.jpg,embeddings_train_data\bottomwear\positive\bd9b4b6557eb93fbcb637dea9555f00d.jpg,embeddings_train_data\bottomwear\positive\fa576f08f87317007ed9e8997339bb24.jpg
embeddings_train_data\bottomwear\anchor\70d6f2f5c3ba2dec75967c7764d491e9.jpg,embeddings_train_data\bottomwear\positive\840d9e73047be22e3acf3fd0ed1aeceb.jpg,embeddings_train_data\bottomwear\positive\603de11e21cbbcf5dcf6d78970e938ea.jpg
embeddings_train_data\bottomwear\anchor\0c3f3431b7d300309d7061dc6d5bd74f.jpg,embeddings_train_data\bottomwear\positive\c516a2003ffaa35d091a4e03645aa0e6.jpg,embeddings_train_data\bottomwear\positive\2e25f008e6cf8be5117bbfdba428f0b2.jpg
embeddings_train_data\bottomwear\anchor\2b1c5022be45ffe70cd9dda80fe8553b.jpg,embeddings_train_data\bottomwear\positive\f99cee69b84230fb9549a9667f2a344f.jpg,embeddings_train_data\bottomwear\positive\dae350db690a04670d7f2e70425f84a5.jpg
embeddings_train_data\bottomwear\anchor\239176d3604d4758d30dfd862578a1f3.jpg,embeddings_train_data\bottomwear\positive\a0af7158317ec78afdd92e694079151a.jpg,embeddings_train_data\bottomwear\positive\1c61b1f6fc2972a2afc16b771ba0a748.jpg
embeddings_train_data\bottomwear\anchor\529a3d278e22c18a4b8bb4bb221b1c24.jpg,embeddings_train_data\bottomwear\positive\1f506ef3373d33c02db115e17bcdf61d.jpg,embeddings_train_data\bottomwear\positive\dd7cbb02f123b4188ff412f0a8a2fcb1.jpg
embeddings_train_data\bottomwear\anchor\f7689fa8f7cdc12212eb2b248986e4f9.jpg,embeddings_train_data\bottomwear\positive\9f1b599e72ea70b502423f85a3e37c34.jpg,embeddings_train_data\bottomwear\positive\32c5d475debc88a0010228d74ea2f357.jpg
embeddings_train_data\bottomwear\anchor\4d104736acce20abcfdae2f656e2c0e1.jpg,embeddings_train_data\bottomwear\positive\5baaf5d9a875754a6034f2536dc055a4.jpg,embeddings_train_data\bottomwear\positive\9b0a1d761144841e83903d7acfddd202.jpg
embeddings_train_data\bottomwear\anchor\87721631c90d877ff4dc8617a6d0df26.jpg,embeddings_train_data\bottomwear\positive\17ac99ffcbb0af1710d9ef257739b0d8.jpg,embeddings_train_data\bottomwear\positive\5b1f581370038bda29db214b387fc30c.jpg
embeddings_train_data\bottomwear\anchor\3df2a86d8d1d98def4ed217b12179194.jpg,embeddings_train_data\bottomwear\positive\3658d8c08e57a9be15fe14c602004a23.jpg,embeddings_train_data\bottomwear\positive\b449522ad03a8b2ffd92051f7523d366.jpg
embeddings_train_data\bottomwear\anchor\39fed014fa13c3130221c7da7674677f.jpg,embeddings_train_data\bottomwear\positive\9282337df8109eff3723ca32b47c3aa6.jpg,embeddings_train_data\bottomwear\positive\b8e54f9eeeddc88451684b8c50b3e195.jpg
embeddings_train_data\bottomwear\anchor\8ed76940035ff02cf892d3f81f58eeea.jpg,embeddings_train_data\bottomwear\positive\d604081ab3852b1ebb3637dab62dadd2.jpg,embeddings_train_data\bottomwear\positive\837fedac765d15bf56b9181a4a5e44a2.jpg
embeddings_train_data\bottomwear\anchor\c7e64e882307d33004dacf44c5fc1857.jpg,embeddings_train_data\bottomwear\positive\e8ce9b2de020e40ba2cb784e192e71c6.jpg,embeddings_train_data\bottomwear\positive\4bf53da143afd0abe6c30e7f28583a31.jpg
embeddings_train_data\bottomwear\anchor\de8bd6484f1ee4e29696df898208f462.jpg,embeddings_train_data\bottomwear\positive\a7644737a5cf71271bba08b024c519b4.jpg,embeddings_train_data\bottomwear\positive\02408ec36c69a93946ab182f2098f373.jpg
embeddings_train_data\bottomwear\anchor\0c173954e75f93f305a25d15d4ca61fc.jpg,embeddings_train_data\bottomwear\positive\83d746beb0eaffc8ddc7e3f966055aee.jpg,embeddings_train_data\bottomwear\positive\db7888981e57be1d4e38dc468f6df739.jpg
embeddings_train_data\bottomwear\anchor\4d0006ddae0b84fd7ae89c6921a4f4d5.jpg,embeddings_train_data\bottomwear\positive\8027edac71d8298b720ebaeb7299cb51.jpg,embeddings_train_data\bottomwear\positive\a1878b266479de46e87edbadbd9b29a4.jpg
embeddings_train_data\bottomwear\anchor\bff89abd405fdf8c03efd1d707394207.jpg,embeddings_train_data\bottomwear\positive\7f6946c9e0f30a88a0d578a6cfb1c713.jpg,embeddings_train_data\bottomwear\positive\4c9213d5f72cc8987ee3e99bd40f70b8.jpg
embeddings_train_data\bottomwear\anchor\b14cfd7e876969de021d2ac5bc4197eb.jpg,embeddings_train_data\bottomwear\positive\eae2d080ef72b6ee95329a70d8520f68.jpg,embeddings_train_data\bottomwear\positive\d3f78c6595b293591717d8e16fc57efc.jpg
embeddings_train_data\bottomwear\anchor\2c946d6860c7e28092da3075cdc0ba46.jpg,embeddings_train_data\bottomwear\positive\701f9ee51a13d9ec5fac3630008069a4.jpg,embeddings_train_data\bottomwear\positive\ea5153ef3dee3af36125b1e1e1048a0c.jpg
embeddings_train_data\bottomwear\anchor\ed76b25c93379819b8eea28df02fdd90.jpg,embeddings_train_data\bottomwear\positive\0bd24257e28209f9825c2d95eec8ceb8.jpg,embeddings_train_data\bottomwear\positive\9210f938f9e533a1c6d1cb0b6d0d454f.jpg
embeddings_train_data\bottomwear\anchor\d185e257ffe42909c805f28831f4437a.jpg,embeddings_train_data\bottomwear\positive\effd87d42b431059d7094b7c21b6d2e9.jpg,
embeddings_train_data\bottomwear\anchor\6764d47cd525cbc21994c080c83542be.jpg,embeddings_train_data\bottomwear\positive\8b50f81f0a9c173efd203f9e81800c7a.jpg,embeddings_train_data\bottomwear\positive\ffe7799bc7645de2197d6eae03bd5102.jpg
embeddings_train_data\bottomwear\anchor\bfbf098806509316717e8f8c4e676c19.jpg,embeddings_train_data\bottomwear\positive\86f23450cb88d6c158fdafcc634cae4a.jpg,embeddings_train_data\bottomwear\positive\50464dc318eb5033d876dfb425a4566b.jpg
embeddings_train_data\bottomwear\anchor\1b27b98ed5696aacec0da508c6bac6de.jpg,embeddings_train_data\bottomwear\positive\6e848074816d8504b6af850666e2e40c.jpg,embeddings_train_data\bottomwear\positive\e1ee010ee8d420bbc1bf4d53a345ca5b.jpg
embeddings_train_data\bottomwear\anchor\6f49b9ae6af366bc363073321e30aff2.jpg,embeddings_train_data\bottomwear\positive\0b915f3517774dd723f0cbbb829dac33.jpg,embeddings_train_data\bottomwear\positive\f24b2bd5b4c9fa7620e439dcf76dbba5.jpg
embeddings_train_data\bottomwear\anchor\f9027612dcb23638fe7f32687ea942e1.jpg,embeddings_train_data\bottomwear\positive\995105772c35ccf53686dd310fe2c411.jpg,embeddings_train_data\bottomwear\positive\0b20693f8566d2869a8b8bb6ca245cfc.jpg
embeddings_train_data\bottomwear\anchor\f0fea0e537b1f177779a8baf00383dab.jpg,embeddings_train_data\bottomwear\positive\e2c9a2c49e9ac19cb85b60153ea81833.jpg,embeddings_train_data\bottomwear\positive\49a05297c615f4f8b5693bf60d34eadd.jpg
embeddings_train_data\bottomwear\anchor\a52e4ef9f20850fdca554e8f671604bd.jpg,embeddings_train_data\bottomwear\positive\dabb6ca6d54e8b139f540693ce189794.jpg,embeddings_train_data\bottomwear\positive\4dfa5fd9492f1b9f8b54bffe295b53bb.jpg
embeddings_train_data\bottomwear\anchor\bf43e15ee64f2ad3dec0497676aa9fcb.jpg,embeddings_train_data\bottomwear\positive\546ae3eb583f02034b02bb4b7b3d8a4a.jpg,embeddings_train_data\bottomwear\positive\b0929643135b14ac7cc0d6806a8ae561.jpg
embeddings_train_data\bottomwear\anchor\9998adeeff94dc130ef0fc9d49865dc9.jpg,embeddings_train_data\bottomwear\positive\e89cd0c2b1c3224309bdbf4cf2444da0.jpg,embeddings_train_data\bottomwear\positive\52a21a5d95a7ec3d637364ca41fc0341.jpg
embeddings_train_data\bottomwear\anchor\d27922539efb4fa4f07b90841cdc4ccd.jpg,embeddings_train_data\bottomwear\positive\07caf10790063b6489e26024d1c69069.jpg,embeddings_train_data\bottomwear\positive\7945a4d0b275a01ccc8928b126f7f9c3.jpg
embeddings_train_data\bottomwear\anchor\81fa147b20e79894d4743c541da909c6.jpg,embeddings_train_data\bottomwear\positive\d331caaf9679a30a0bd1a2292c471583.jpg,embeddings_train_data\bottomwear\positive\608c693068e5ec1183f01c3def570d41.jpg
embeddings_train_data\bottomwear\anchor\4120eac0905966485f8ed7f2e156aaf7.jpg,embeddings_train_data\bottomwear\positive\a722bfa97afee9a1bd2bc1f4b07975f6.jpg,embeddings_train_data\bottomwear\positive\5d126cbe3bf7afc2f7dcab65fbf18919.jpg
embeddings_train_data\bottomwear\anchor\b65455bd47cf5740fb6a6b57dd77fc6d.jpg,embeddings_train_data\bottomwear\positive\6fa7627241e719caab7ab6573cb6cc66.jpg,embeddings_train_data\bottomwear\positive\d2c1a09d70936e1b67896b6765b6b1f6.jpg
