anchor,positive,negative
embeddings_train_data\topwear\anchor\443195cfe29780c4568b1aa92ffc7717.jpg,embeddings_train_data\topwear\positive\d6385590f03d248cc681c843b4ccd1e9.jpg,embeddings_train_data\topwear\positive\0e1375226a9c4c37cca7772cb1c48c61.jpg
embeddings_train_data\topwear\anchor\d976c9813f5c483fa6465ab1bb67c8e1.jpg,embeddings_train_data\topwear\positive\01caa8c12304e88923e518a8f4d4bb5b.jpg,embeddings_train_data\topwear\positive\9895c469023b8fa43226dc67df5f990b.jpg
embeddings_train_data\topwear\anchor\0cf0d7f9c7624c0117fa1e40f33fdfe3.jpg,embeddings_train_data\topwear\positive\c53a72265452ce48dca2c1fb81b5fc32.jpg,embeddings_train_data\topwear\positive\8d7af3cafb2c432c41aac8a8bad953f7.jpg
embeddings_train_data\topwear\anchor\110566169638ee4e81af002f3727dcd5.jpg,embeddings_train_data\topwear\positive\3b612cd54d5a4269bc71494b06c2aca4.jpg,embeddings_train_data\topwear\positive\59441c30cd360e3fbe6043a92c5ba49c.jpg
embeddings_train_data\topwear\anchor\71d25e8e7163cc9e85f5ebf87c8f5746.jpg,embeddings_train_data\topwear\positive\682827e9e279a1ce9bc7d8a07a366232.jpg,embeddings_train_data\topwear\positive\f49d3af3a16992ebaeeb87267ce4784b.jpg
embeddings_train_data\topwear\anchor\32e003dc00036066dcad32661585692d.jpg,embeddings_train_data\topwear\positive\3320ae4d75b508f932fec4bb97b99c1e.jpg,embeddings_train_data\topwear\positive\647f50df87169317200466caab0faeec.jpg
embeddings_train_data\topwear\anchor\d9a17db8ae8375963784b6ffb0571902.jpg,embeddings_train_data\topwear\positive\c613942f212c3f076e2048c3cc548798.jpg,embeddings_train_data\topwear\positive\daef1335f03201089f99e33979fdbe55.jpg
embeddings_train_data\topwear\anchor\4fb2d54983b85ca17d58262db29811f1.jpg,embeddings_train_data\topwear\positive\da1032276a5d855136a9fe6ecf085441.jpg,embeddings_train_data\topwear\positive\35dfc50468c2d7b1e8916369d4dd59bb.jpg
embeddings_train_data\topwear\anchor\ded94230f98a2da4c2bda42bb3e31249.jpg,embeddings_train_data\topwear\positive\034f6e3700aba15b4028241862146f40.jpg,embeddings_train_data\topwear\positive\d804ba9984695e9055cb90005e96013f.jpg
embeddings_train_data\topwear\anchor\80dd26ec5cd45e3b6bbbd83311e868c9.jpg,embeddings_train_data\topwear\positive\8c6825b100fcc7a12ab7397c6ebeec00.jpg,embeddings_train_data\topwear\positive\2bcdca973c318066f84e59528559503e.jpg
embeddings_train_data\topwear\anchor\bcccebb09c40485fc87bd84b442d0bf5.jpg,embeddings_train_data\topwear\positive\2db883a6c9dbc298835d9f9693f74048.jpg,embeddings_train_data\topwear\positive\c10302165070e20e29039db7116990d1.jpg
embeddings_train_data\topwear\anchor\a6e30c6be96ce95ebeccb8ea7ca55b48.jpg,embeddings_train_data\topwear\positive\76f2082c7a49d2a3947b62ab87b5badb.jpg,embeddings_train_data\topwear\positive\17a27267cdbe2843b0f0ca203587f022.jpg
embeddings_train_data\topwear\anchor\52005bd0151015eeb0eaf99b4a48c9f1.jpg,embeddings_train_data\topwear\positive\8b04fcd317f22e85140d793e48d7d019.jpg,embeddings_train_data\topwear\positive\c94e08effeadd5d77d08fa6a9ffe999b.jpg
embeddings_train_data\topwear\anchor\01e2a7bd19f1bab21983a3a55e2a9960.jpg,embeddings_train_data\topwear\positive\702be820280f5032ff1c431fe8fa0708.jpg,embeddings_train_data\topwear\positive\8261c895e386f5a6be45e3c19ebe4e01.jpg
embeddings_train_data\topwear\anchor\6735e41d164a66d641ba13b42e7dfc6c.jpg,embeddings_train_data\topwear\positive\f529ffa9deff253a7edd67ea2583582b.jpg,embeddings_train_data\topwear\positive\19a8452148a50df387f38bc1c2241344.jpg
embeddings_train_data\topwear\anchor\4265d40fa4ad5124c0178590a1c1b731.jpg,embeddings_train_data\topwear\positive\979665015e5529ff3f96086752f1cd22.jpg,embeddings_train_data\topwear\positive\051123704d2a1dab080921f0bb496fb9.jpg
embeddings_train_data\topwear\anchor\3359f039f9bb96ecd12129e37dc5d100.jpg,embeddings_train_data\topwear\positive\81c707f2a97cb68470d63f0cfc7f14c0.jpg,embeddings_train_data\topwear\positive\9de42f10c151cf689d0bb491d495a583.jpg
embeddings_train_data\topwear\anchor\cc4e1665eb3ab25c0d43ba19fb1a8a9e.jpg,embeddings_train_data\topwear\positive\586004f7661aee924d90dc920d2e8178.jpg,embeddings_train_data\topwear\positive\f619d9f3f49acb6244d179e878b8dfe8.jpg
embeddings_train_data\topwear\anchor\c38872215da1852c94b28a358423f762.jpg,embeddings_train_data\topwear\positive\27e951208ef0d5ddc3c725846729af00.jpg,embeddings_train_data\topwear\positive\1e4bd31ad382711fd8ee9fe32e193ab5.jpg
embeddings_train_data\topwear\anchor\b6e94e399bb4e2176c7662fb02007e63.jpg,embeddings_train_data\topwear\positive\48969458c416d8627222fe6b1e1e1bda.jpg,embeddings_train_data\topwear\positive\d8f856a724c2c52b55cf8a13895024ee.jpg
embeddings_train_data\topwear\anchor\73ea2c95dd7af90c73231373968c3a3c.jpg,embeddings_train_data\topwear\positive\c8f639bdcfa1d57d4f59fb8c738b055c.jpg,embeddings_train_data\topwear\positive\3f5a313793af06360763f95a9cb8ce3e.jpg
embeddings_train_data\topwear\anchor\3609fc020e54f315d90b8e0e24d190dd.jpg,embeddings_train_data\topwear\positive\484bde6986df24d1b95633645401731a.jpg,embeddings_train_data\topwear\positive\fca14641a912499330a05a0cad25ab40.jpg
embeddings_train_data\topwear\anchor\a03916c0c643a532c417c4bad5bd6f96.jpg,embeddings_train_data\topwear\positive\d6e1a7b7f45366d3073e5a58b3ff4cd5.jpg,embeddings_train_data\topwear\positive\3cb5053ace879cb83626ba294289ca23.jpg
embeddings_train_data\topwear\anchor\511b78480a85aa8f10e80ab965b81abc.jpg,embeddings_train_data\topwear\positive\11c0b1028afc0a1964985bdac13ba160.jpg,embeddings_train_data\topwear\positive\e2c9a2c49e9ac19cb85b60153ea81833.jpg
embeddings_train_data\topwear\anchor\7d5d94368d9d5e727b1b1a955821404c.jpg,embeddings_train_data\topwear\positive\a1ba927211b82bd23a577f761379b219.jpg,embeddings_train_data\topwear\positive\cf34c0edcc4ea679b2e58012667724db.jpg
embeddings_train_data\topwear\anchor\6983fe49330fa234a84dfbd0fb1c487b.jpg,embeddings_train_data\topwear\positive\277000c15b4ad52e460cf734d02ff48d.jpg,embeddings_train_data\topwear\positive\bd0f461b7201457fb18b4a48443bccc3.jpg
embeddings_train_data\topwear\anchor\7f969c85b77f8a45cdafc8cbce3b06f8.jpg,embeddings_train_data\topwear\positive\833945047e50e2bd68baf7b8144e7f13.jpg,embeddings_train_data\topwear\positive\a212523d3c924b5bc2c5d736c21c4b0c.jpg
embeddings_train_data\topwear\anchor\6ef149c4e9a65b7840775462c4021407.jpg,embeddings_train_data\topwear\positive\7594cdb31c2a79c0978035ed5bbe7170.jpg,embeddings_train_data\topwear\positive\226265617ee84d4bc83e107077b1d5ac.jpg
embeddings_train_data\topwear\anchor\9ffae653ff2452a4b1b03826f4c2efbe.jpg,embeddings_train_data\topwear\positive\9bb986d3bd88843e6ab38a6d3d8c6751.jpg,embeddings_train_data\topwear\positive\f40d68433ab7f0f8ad70fc59220fc1e3.jpg
embeddings_train_data\topwear\anchor\42c098d2cc5b43919435468e2492a8cd.jpg,embeddings_train_data\topwear\positive\b05f3633c75176114d503c6d3c2d1ed8.jpg,embeddings_train_data\topwear\positive\b45201cf4aedacab39c4137742de9020.jpg
embeddings_train_data\topwear\anchor\81928cb54f67a96f77ccc3064a878b52.jpg,embeddings_train_data\topwear\positive\92a6bcc8dcb1e0894a0a00a271d60368.jpg,embeddings_train_data\topwear\positive\4338840af409cb8f85cd128267ec7338.jpg
embeddings_train_data\topwear\anchor\5f76bedcd28563fa2b9d4351ea2040d1.jpg,embeddings_train_data\topwear\positive\c42ce0e9d23e60afbe325eda709d2b13.jpg,embeddings_train_data\topwear\positive\1fd00967c9051d882749404d05620d4b.jpg
embeddings_train_data\topwear\anchor\c728d7458878c6035d9719a75f22c0e7.jpg,embeddings_train_data\topwear\positive\d08a40d01cd5fbd9b3cca17714da12a2.jpg,embeddings_train_data\topwear\positive\73b0715085e9762f6130ae22f313db74.jpg
embeddings_train_data\topwear\anchor\4f70e0651f9262d2e495a69b8ebd22bc.jpg,embeddings_train_data\topwear\positive\a878ce1bc94956d236ef25466ddcbc7b.jpg,embeddings_train_data\topwear\positive\7e0e04c5cb8c9c84035f7de02164f8a7.jpg
embeddings_train_data\topwear\anchor\c3288645e5e414e3f446c2fe535df67f.jpg,embeddings_train_data\topwear\positive\b74fb753e155b9a2a2ea75705500d59c.jpg,embeddings_train_data\topwear\positive\4ec15a09a218007a70a8e04bfc117d04.jpg
embeddings_train_data\topwear\anchor\8498041388ca839d536cb4fc214c5649.jpg,embeddings_train_data\topwear\positive\31a812ece129dd044ceb5788f519c939.jpg,embeddings_train_data\topwear\positive\5c1423cd74b94a5fc0c8f18d6587c118.jpg
embeddings_train_data\topwear\anchor\890e9f2aae754e2644e3ed43831e9d92.jpg,embeddings_train_data\topwear\positive\0316145550d34e8a6a16cf2de827ace8.jpg,embeddings_train_data\topwear\positive\4226b1bd14a6c9b5d6a9779de8c5bb2e.jpg
embeddings_train_data\topwear\anchor\18e90ca4cc944627d10cec5a45b4fb4e.jpg,embeddings_train_data\topwear\positive\dee207c1a11d786494288481dfcc5d40.jpg,embeddings_train_data\topwear\positive\5ab0c7aa75b5f12b3053753db3251efe.jpg
embeddings_train_data\topwear\anchor\86d7607377dc06099ef6fb8e10358541.jpg,embeddings_train_data\topwear\positive\34e9a8ec9408aab083e6aa94b317630e.jpg,embeddings_train_data\topwear\positive\5e089536ffcb25ee52ca478ac07a6775.jpg
embeddings_train_data\topwear\anchor\1fca8b75578209ef3d360f8185b50252.jpg,embeddings_train_data\topwear\positive\422918631224eea6c1147e7fde0a7e3a.jpg,embeddings_train_data\topwear\positive\f84543f035e8f8000166ff5cae48e882.jpg
embeddings_train_data\topwear\anchor\8767415a536be783e32fc9a471506bb8.jpg,embeddings_train_data\topwear\positive\c0822b5a9c2830d28bd69f6979eb1f06.jpg,embeddings_train_data\topwear\positive\1a3805b96e4de62cabdfb2e10dcaa184.jpg
embeddings_train_data\topwear\anchor\234bc21dc9e014e17c4f818addb73d15.jpg,embeddings_train_data\topwear\positive\c0a5a5620d4f90a405aafff47efeab61.jpg,embeddings_train_data\topwear\positive\4fbe7df8fe3a838c71c0e991c96c87c1.jpg
embeddings_train_data\topwear\anchor\e4f89fcf6f467132d46cde2915c375a3.jpg,embeddings_train_data\topwear\positive\e5cf9d49326307f7c485945b9c71efcd.jpg,embeddings_train_data\topwear\positive\6dfb0685258b7422d7dd3ab91aba64b4.jpg
embeddings_train_data\topwear\anchor\ee618b971a4ef0da56218f0c017890df.jpg,embeddings_train_data\topwear\positive\935c4bbcbaa0f390a105b8a5d71c5e4b.jpg,embeddings_train_data\topwear\positive\bd58807c91f07eca18eff8a581b6f21b.jpg
embeddings_train_data\topwear\anchor\1c25dbf8c7f262543f72efdbea906276.jpg,embeddings_train_data\topwear\positive\3179a9b8c7e25d036bae0bc10586a60c.jpg,embeddings_train_data\topwear\positive\b65e21a199abbb2d9f95d19c3a997632.jpg
embeddings_train_data\topwear\anchor\f89662c8dcac8d1d64593fcdd36e3fec.jpg,embeddings_train_data\topwear\positive\9f182593b6071aeac1e4a79d8e300b21.jpg,embeddings_train_data\topwear\positive\92a4242900b91b8ec4ee3d1a8ce1dc94.jpg
embeddings_train_data\topwear\anchor\3385c2f4073c54714f85b391b71f8df4.jpg,embeddings_train_data\topwear\positive\2eb37664970d0fe8d5042e7d9dbe8214.jpg,embeddings_train_data\topwear\positive\1e6db0698352828ae2354bdb3dae5897.jpg
embeddings_train_data\topwear\anchor\d6d773f253966ed25e0e7f0808aa6300.jpg,embeddings_train_data\topwear\positive\77a338b060f780a096cdc58133efd631.jpg,embeddings_train_data\topwear\positive\8372fc142e3e632fe45d9d54aa8b670a.jpg
embeddings_train_data\topwear\anchor\65d665d714c15f26495dd5119b47fe88.jpg,embeddings_train_data\topwear\positive\2a190f573c79aca1f103a453391af142.jpg,embeddings_train_data\topwear\positive\197362f515964328d73b8faa14e2002a.jpg
embeddings_train_data\topwear\anchor\da628898f31d6151cc9b0cf89e299a59.jpg,embeddings_train_data\topwear\positive\e7d70ce42ca57182c097ebd64f7ba91f.jpg,embeddings_train_data\topwear\positive\8510cfd34c6bf1587d004c2c551d98d8.jpg
embeddings_train_data\topwear\anchor\dc238269c6b9f9f45be6d60e57938d3c.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg,embeddings_train_data\topwear\positive\42f2c8e9f7cd6ab3d56a69dbe33a221d.jpg
embeddings_train_data\topwear\anchor\a432af6ced34323b1e133ecbc47590fe.jpg,embeddings_train_data\topwear\positive\5b4a6c6568b3adaff9f00c68dbed1a82.jpg,embeddings_train_data\topwear\positive\160f72f24051749b04ff42f598c677ab.jpg
embeddings_train_data\topwear\anchor\17b2d823684f02dd24be933944225746.jpg,embeddings_train_data\topwear\positive\26386c68816450480769e1f29cce7e03.jpg,embeddings_train_data\topwear\positive\17e321e493e15db0c56ff32192c21c5c.jpg
embeddings_train_data\topwear\anchor\7d6922e0cff803441176ee8dfca33a80.jpg,embeddings_train_data\topwear\positive\7c9425622ce79bae13c4d5fa884fe73c.jpg,embeddings_train_data\topwear\positive\42f2c8e9f7cd6ab3d56a69dbe33a221d.jpg
embeddings_train_data\topwear\anchor\0cef7481fee1ef46b662bfb1d5d7c116.jpg,embeddings_train_data\topwear\positive\e50084d4f8b377df0dbf3c3681f16890.jpg,embeddings_train_data\topwear\positive\f0a233eddce2d516acb0db9fdbbdd6d6.jpg
embeddings_train_data\topwear\anchor\01e2a7bd19f1bab21983a3a55e2a9960.jpg,embeddings_train_data\topwear\positive\63de54cd1da97cd0be56f2a62b2cc3f7.jpg,embeddings_train_data\topwear\positive\7442a16416c5b8be1b02201213d6dd94.jpg
embeddings_train_data\topwear\anchor\1a133e22f6966f64cabdd7ca7edb659a.jpg,embeddings_train_data\topwear\positive\ea950a05bd748d4e22dc0692434b1823.jpg,embeddings_train_data\topwear\positive\761f605e8013dcf137f91289fb434062.jpg
embeddings_train_data\topwear\anchor\2ede3da215818da53bb29ad6f58cd43f.jpg,embeddings_train_data\topwear\positive\48cbe9cf9281d6cf4d2447a04c21ebf1.jpg,embeddings_train_data\topwear\positive\d8e5d1f7e2afcbe8702aa206d1ee2a6d.jpg
embeddings_train_data\topwear\anchor\870db27a56ae229555998082f7c1daf8.jpg,embeddings_train_data\topwear\positive\a7963a2172f30129929003cbbb97a8e0.jpg,embeddings_train_data\topwear\positive\0538ff0c5dd7b6442ce93c337462f450.jpg
embeddings_train_data\topwear\anchor\e53558156b8bf6c6b0df09627094c20f.jpg,embeddings_train_data\topwear\positive\674d4b087f5ee0ded845a67d48e5cae2.jpg,embeddings_train_data\topwear\positive\2b9bcd573a7efcfee450702d4fe77441.jpg
embeddings_train_data\topwear\anchor\79da18a42215a907e2a6da6dd4303c9a.jpg,embeddings_train_data\topwear\positive\bfc2c0574f443a938e5a75f5d15e1254.jpg,embeddings_train_data\topwear\positive\b18f1b9d2f6cc02202220cfe43549d74.jpg
embeddings_train_data\topwear\anchor\1a753d63a6d9b9ab72d87b2b0cbe700a.jpg,embeddings_train_data\topwear\positive\49a8283f66d08b01bc3843c6eadf8b9a.jpg,embeddings_train_data\topwear\positive\7120c4017e9ced8d718b7ebaf4d677b5.jpg
embeddings_train_data\topwear\anchor\7985ecc2ca6a879fee11969c55f8d67c.jpg,embeddings_train_data\topwear\positive\83e91d11ac2ab6ccfb3904f6ce5d201c.jpg,embeddings_train_data\topwear\positive\9bd57f29ac8fca9a7bd3f1a18d94081f.jpg
embeddings_train_data\topwear\anchor\5f16dd950dc335f7011de4828d01aa16.jpg,embeddings_train_data\topwear\positive\77335aa4d71fd527f416db37ac4075ab.jpg,embeddings_train_data\topwear\positive\8b9db29c8b3521f3e827ad6050425cb7.jpg
embeddings_train_data\topwear\anchor\0a47fec8f0b151c854e60d5efee90a42.jpg,embeddings_train_data\topwear\positive\69ebf3d6cd56a5267fc3599d477e2f1f.jpg,embeddings_train_data\topwear\positive\5873dd3ea5da0a4627ffca999dea2e52.jpg
embeddings_train_data\topwear\anchor\29d361ebca506fa2d14a910d4975aa2e.jpg,embeddings_train_data\topwear\positive\02e25d0ed5761d8c26dcc1bed0ceb363.jpg,embeddings_train_data\topwear\positive\0b912591d975579467131976ff404df8.jpg
embeddings_train_data\topwear\anchor\4eea319a386787ad91000ef076c9e5f3.jpg,embeddings_train_data\topwear\positive\8ec6f26f43e8500d45bb3cc9860359ec.jpg,embeddings_train_data\topwear\positive\ae8a32471e7756a306f624e364f2b23a.jpg
embeddings_train_data\topwear\anchor\64f313871f544c717c778cf952e2677b.jpg,embeddings_train_data\topwear\positive\af5abdcf02b129fcfd32fbdd9a617edd.jpg,embeddings_train_data\topwear\positive\673b42703d23e8cf131442ca87099089.jpg
embeddings_train_data\topwear\anchor\5f40ca2805a7e34e951bd32feeedabe7.jpg,embeddings_train_data\topwear\positive\f76fbe7d7466ba336572dbb3e613cfdd.jpg,embeddings_train_data\topwear\positive\a637003672346520083c29a48a052307.jpg
embeddings_train_data\topwear\anchor\e69ddb5a26923bb9ac5b84a549313c4b.jpg,embeddings_train_data\topwear\positive\54d9f31c200d92f837823183f459eb8a.jpg,embeddings_train_data\topwear\positive\fca14641a912499330a05a0cad25ab40.jpg
embeddings_train_data\topwear\anchor\6a63742092e238a816233b09f5f3edb5.jpg,embeddings_train_data\topwear\positive\f45d577b28745bb4dd435f7b68f0e4e8.jpg,embeddings_train_data\topwear\positive\2e648146f126ae34523d01e44883a0a3.jpg
embeddings_train_data\topwear\anchor\a36968e82590bff135209bc4613d5a49.jpg,embeddings_train_data\topwear\positive\b118af060423f8c1b3e257253d29c842.jpg,embeddings_train_data\topwear\positive\91981e7b38066aad43028e05beb30b2e.jpg
embeddings_train_data\topwear\anchor\e80a96e21fcc4c30ad8a676a9bcb37ee.jpg,embeddings_train_data\topwear\positive\132df835cc86762824812c42e5b6105d.jpg,embeddings_train_data\topwear\positive\fc8aaf8dca1a16ede4c2c481653eb8fc.jpg
embeddings_train_data\topwear\anchor\3fd1a75fcd1bb41f4a6333bfe6e5672e.jpg,embeddings_train_data\topwear\positive\e8ce9b2de020e40ba2cb784e192e71c6.jpg,embeddings_train_data\topwear\positive\8071751372dcd72ac31089e9603e6397.jpg
embeddings_train_data\topwear\anchor\05a40f25da8fccb48f0b26f932cb1047.jpg,embeddings_train_data\topwear\positive\c01c6bdce6a1ee31d184de350a4953c9.jpg,embeddings_train_data\topwear\positive\8376ed64010885ecf98fba9e0bcf520e.jpg
embeddings_train_data\topwear\anchor\00b4e3680384d4efc6b3a65771158406.jpg,embeddings_train_data\topwear\positive\e78cdae59e8d0c983c4c57cdca30c0b8.jpg,embeddings_train_data\topwear\positive\ea8fcdc9863bb9af5407f9718f86342c.jpg
embeddings_train_data\topwear\anchor\d1d69e8e0b82f7cdb40a030e127be7f9.jpg,embeddings_train_data\topwear\positive\2e63e153dae17e6cbeddba60a636e14e.jpg,embeddings_train_data\topwear\positive\b9cab64596fac0837be85cde91b36fd9.jpg
embeddings_train_data\topwear\anchor\943f8fc173ded8fc0fd2760f4735e9e6.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg,embeddings_train_data\topwear\positive\8359fb42825b1f372d1ec2af52dca83f.jpg
embeddings_train_data\topwear\anchor\a1499fb079887d05aa4dd547bc4e76e2.jpg,embeddings_train_data\topwear\positive\4e7562b72efdb81a426bc534e982708c.jpg,embeddings_train_data\topwear\positive\9c73939d449b4cb97ec05c62096f0b68.jpg
embeddings_train_data\topwear\anchor\f25ed9a14df3ccff9a66005d1c7ed07d.jpg,embeddings_train_data\topwear\positive\f1b7d88bb5fabf1fea07c7b3be5fb3d5.jpg,embeddings_train_data\topwear\positive\b10eba81379cabdeab7a7e1d53d95a6f.jpg
embeddings_train_data\topwear\anchor\202774ee5c4c54c0134eb8cbffb12328.jpg,embeddings_train_data\topwear\positive\1d3fb504a65531045e5bbe74dba9c436.jpg,embeddings_train_data\topwear\positive\b7763ada993977b897e0dd3c4679e98c.jpg
embeddings_train_data\topwear\anchor\8017cd180a5fab5a984e29874a4d90fa.jpg,embeddings_train_data\topwear\positive\2607917e66dca487fb51fe5098a7d341.jpg,embeddings_train_data\topwear\positive\b236c055e8d2a56e000683630656f9e9.jpg
embeddings_train_data\topwear\anchor\19b44f50cfbc0ffe764b12f750b6cdda.jpg,embeddings_train_data\topwear\positive\f256bd7e8e8b935e6693afab32a49911.jpg,embeddings_train_data\topwear\positive\41b903aaf30249d9833acb8383903ab9.jpg
embeddings_train_data\topwear\anchor\f546c28465a83fb5a966876eaeb9245d.jpg,embeddings_train_data\topwear\positive\749103174ec65daed91e44fee97acfa0.jpg,embeddings_train_data\topwear\positive\c2f78b45cb1b96b8242818471eea8c8c.jpg
embeddings_train_data\topwear\anchor\fc61d9d4fda728d96876c8a953a94a14.jpg,embeddings_train_data\topwear\positive\b740f8ee991e8919bf417cbcfb1ae425.jpg,embeddings_train_data\topwear\positive\eeb75e4d52f82a40c1654b962343dc8d.jpg
embeddings_train_data\topwear\anchor\71a5b20e31fbb732797e463230ec1644.jpg,embeddings_train_data\topwear\positive\8b9b72a080095841133477bd4e01a066.jpg,embeddings_train_data\topwear\positive\4cee3058205da867bc12096b34a30b35.jpg
embeddings_train_data\topwear\anchor\3b7237be0f0a2d06cf060db2a7c97c03.jpg,embeddings_train_data\topwear\positive\799a9e54de4a1b1de08db984d8320ac0.jpg,embeddings_train_data\topwear\positive\c463e1ad1a2040d182f9db0569eb0fc7.jpg
embeddings_train_data\topwear\anchor\6ffeaa78be9fac259a2fa2abb0ad3ccd.jpg,embeddings_train_data\topwear\positive\898a8f5e37441547c68b6248b941afc6.jpg,embeddings_train_data\topwear\positive\be12b3459f0d75b81064d0f4d4620e0b.jpg
embeddings_train_data\topwear\anchor\213ab397e3dbefb9c2ed72bc6390d17a.jpg,embeddings_train_data\topwear\positive\3792da7935fa4a4735ab89565d7b92b1.jpg,embeddings_train_data\topwear\positive\4455b5d7cdeaabbdcd4744ec505c0b03.jpg
embeddings_train_data\topwear\anchor\2db01194e98511b47125f80993b2fa80.jpg,embeddings_train_data\topwear\positive\18b909cd4aa4cf8dcdf2c5315fa0244d.jpg,embeddings_train_data\topwear\positive\dba2b0705844ac391fda6f0c5204822d.jpg
embeddings_train_data\topwear\anchor\26cf91ae5e3e6f4b48112a385a6256be.jpg,embeddings_train_data\topwear\positive\79e908d52d9a2fdf057e1ab56637faa9.jpg,embeddings_train_data\topwear\positive\451ddaf4e8f8410ae3688e092fd84064.jpg
embeddings_train_data\topwear\anchor\ea28afce5d7a88b99f09813a2f6507df.jpg,embeddings_train_data\topwear\positive\0dde13538c6b2fabf410dcd5b72e4067.jpg,embeddings_train_data\topwear\positive\37d59aacb76407079bb50dc0a646cdf3.jpg
embeddings_train_data\topwear\anchor\bbf45fa6339642042dd69fff68fed837.jpg,embeddings_train_data\topwear\positive\0f16d043588870d425f2b5ea6f3be559.jpg,embeddings_train_data\topwear\positive\7461ba16a16554c8cff7c829fd0e2fa4.jpg
embeddings_train_data\topwear\anchor\43257f8378a2cf1a2fea9ecfb33999b4.jpg,embeddings_train_data\topwear\positive\f5f369147893f2f6e107fcb525f4fc5b.jpg,embeddings_train_data\topwear\positive\2607917e66dca487fb51fe5098a7d341.jpg
embeddings_train_data\topwear\anchor\5fe6c5a73056465473746b777d806829.jpg,embeddings_train_data\topwear\positive\42e47801ab1baf73a8eab1dd1eaa43b0.jpg,embeddings_train_data\topwear\positive\218ff3b4c8ec9944229bd5e74b0231b9.jpg
embeddings_train_data\topwear\anchor\c3288645e5e414e3f446c2fe535df67f.jpg,embeddings_train_data\topwear\positive\504b40f493ecf5d880c7ec29595e1158.jpg,embeddings_train_data\topwear\positive\be7867eb518be0a3416ed5d9160cdf04.jpg
embeddings_train_data\topwear\anchor\a2b9d1098797d7c554c4918b7ccdb029.jpg,embeddings_train_data\topwear\positive\03798666eb9a8c803ac7d138a67d3eea.jpg,embeddings_train_data\topwear\positive\69e990ef140bc2abaabb8d55bf786257.jpg
embeddings_train_data\topwear\anchor\3b8babb08e639272d2d99f8cdd245b2c.jpg,embeddings_train_data\topwear\positive\7c9425622ce79bae13c4d5fa884fe73c.jpg,embeddings_train_data\topwear\positive\dffcec981047cb1d9203d7e296e10cdd.jpg
embeddings_train_data\topwear\anchor\42e7a479801cbbaf8a5b2b737e2ff400.jpg,embeddings_train_data\topwear\positive\1cc9971cd1c9562d07748d164e79ea66.jpg,embeddings_train_data\topwear\positive\c6f7c45be80328770b13d48351c48825.jpg
embeddings_train_data\topwear\anchor\27c239a0445a04c2db2f748038a07a56.jpg,embeddings_train_data\topwear\positive\060d3f735c4d43b1972d0e7ce9c8e9b6.jpg,embeddings_train_data\topwear\positive\3de1efa5c6fd2715a89d17a0c51c388a.jpg
embeddings_train_data\topwear\anchor\b79a30c1635f6a7a10d6dc5aa1e154c8.jpg,embeddings_train_data\topwear\positive\7fad8bbf05846805a330c23dca3a3723.jpg,embeddings_train_data\topwear\positive\4719d4ca865f0a82a8f0f86f611d1fe8.jpg
embeddings_train_data\topwear\anchor\1d00c4409d54c3055b4ea55561454266.jpg,embeddings_train_data\topwear\positive\f6e4ab5fe7b23264790229aeea99668e.jpg,embeddings_train_data\topwear\positive\188e07992f271bf3de90975eb27fe13c.jpg
embeddings_train_data\topwear\anchor\6728fa29bbf33577200a10b84afd4e15.jpg,embeddings_train_data\topwear\positive\e3189352feac272d652e8ef7ac295b6c.jpg,embeddings_train_data\topwear\positive\7792e263b8bca2d8b1d25f6e6fcb359a.jpg
embeddings_train_data\topwear\anchor\9bbcd64d8d868c19df60d1a870101d62.jpg,embeddings_train_data\topwear\positive\cd1fb2b0d08273351c5f69d3379f34d6.jpg,embeddings_train_data\topwear\positive\6d622dc263911ba12d581aaa9f304588.jpg
embeddings_train_data\topwear\anchor\5955ffddb45b589f523d50fc61084e39.jpg,embeddings_train_data\topwear\positive\552951b6480235163ec1b32f5deef58b.jpg,embeddings_train_data\topwear\positive\3b085ccad62761852fbc16a3b94ce287.jpg
embeddings_train_data\topwear\anchor\006ca2209fb433d151401c521e2dc20d.jpg,embeddings_train_data\topwear\positive\ab8550bfefe33ade3c80097d42c6acbc.jpg,embeddings_train_data\topwear\positive\6d58305aa8cb317a083cc63cc4bb47b3.jpg
embeddings_train_data\topwear\anchor\ebe1929fd46461888b204ee27a145da2.jpg,embeddings_train_data\topwear\positive\14ebb3a0382de66e0a126d39078fdc26.jpg,embeddings_train_data\topwear\positive\44cce89265d6402eef43ed22400275d9.jpg
embeddings_train_data\topwear\anchor\42ded1188980f834f969c16f166ae561.jpg,embeddings_train_data\topwear\positive\5e45f2952444302983d8ed343da154da.jpg,embeddings_train_data\topwear\positive\8fd83fd8703c8fcf32ab705bd5f6d9de.jpg
embeddings_train_data\topwear\anchor\bd75a7c6874ba3bd9042b1a530e19d94.jpg,embeddings_train_data\topwear\positive\f279bfba270c057598402753c3dff10d.jpg,embeddings_train_data\topwear\positive\58e34fba6340dc8ec4a44f1c720343ac.jpg
embeddings_train_data\topwear\anchor\fe30d961edfee228e7e2e9e5235d6af0.jpg,embeddings_train_data\topwear\positive\2567680e4aef89c9323c61f8aba32458.jpg,embeddings_train_data\topwear\positive\6b4862b23d3bfbd3ebabc8e6ca4acb23.jpg
